T E X A S  E D U C A T I O N  A G E N C Y,,,,,,,
,,,,,,,
PEIMS Student Enrollment Data for 2014-2015,,,,,,,
,,,,,,,
Year,Region,County Name,District Name,District Number,Charter Status,Gender,Enrollment
2014-2015,06,HOUSTON COUNTY,GRAPELAND ISD,113902,TRADITIONAL ISD/CSD,Female,246
2014-2015,06,HOUSTON COUNTY,GRAPELAND ISD,113902,TRADITIONAL ISD/CSD,Male,241
2014-2015,11,TARRANT COUNTY,GRAPEVINE-COLLEYVILLE ISD,220906,TRADITIONAL ISD/CSD,Female,6775
2014-2015,11,TARRANT COUNTY,GRAPEVINE-COLLEYVILLE ISD,220906,TRADITIONAL ISD/CSD,Male,6973
2014-2015,20,BEXAR COUNTY,GREAT HEARTS TEXAS,015835,OPEN ENROLLMENT CHARTER,Female,282
2014-2015,20,BEXAR COUNTY,GREAT HEARTS TEXAS,015835,OPEN ENROLLMENT CHARTER,Male,290
2014-2015,10,HUNT COUNTY,GREENVILLE ISD,116905,TRADITIONAL ISD/CSD,Female,2229
2014-2015,10,HUNT COUNTY,GREENVILLE ISD,116905,TRADITIONAL ISD/CSD,Male,2513
2014-2015,18,MIDLAND COUNTY,GREENWOOD ISD,165902,TRADITIONAL ISD/CSD,Female,1020
2014-2015,18,MIDLAND COUNTY,GREENWOOD ISD,165902,TRADITIONAL ISD/CSD,Male,1136
2014-2015,02,SAN PATRICIO COUNTY,GREGORY-PORTLAND ISD,205902,TRADITIONAL ISD/CSD,Female,2209
2014-2015,02,SAN PATRICIO COUNTY,GREGORY-PORTLAND ISD,205902,TRADITIONAL ISD/CSD,Male,2388
2014-2015,12,LIMESTONE COUNTY,GROESBECK ISD,147902,TRADITIONAL ISD/CSD,Female,887
2014-2015,12,LIMESTONE COUNTY,GROESBECK ISD,147902,TRADITIONAL ISD/CSD,Male,942
2014-2015,16,CARSON COUNTY,GROOM ISD,033901,TRADITIONAL ISD/CSD,Female,56
2014-2015,16,CARSON COUNTY,GROOM ISD,033901,TRADITIONAL ISD/CSD,Male,80
2014-2015,06,TRINITY COUNTY,GROVETON ISD,228901,TRADITIONAL ISD/CSD,Female,355
2014-2015,06,TRINITY COUNTY,GROVETON ISD,228901,TRADITIONAL ISD/CSD,Male,360
2014-2015,16,HANSFORD COUNTY,GRUVER ISD,098901,TRADITIONAL ISD/CSD,Female,227
2014-2015,16,HANSFORD COUNTY,GRUVER ISD,098901,TRADITIONAL ISD/CSD,Male,222
2014-2015,10,GRAYSON COUNTY,GUNTER ISD,091917,TRADITIONAL ISD/CSD,Female,356
2014-2015,10,GRAYSON COUNTY,GUNTER ISD,091917,TRADITIONAL ISD/CSD,Male,441
2014-2015,14,COMANCHE COUNTY,GUSTINE ISD,047903,TRADITIONAL ISD/CSD,Female,112
2014-2015,14,COMANCHE COUNTY,GUSTINE ISD,047903,TRADITIONAL ISD/CSD,Male,109
2014-2015,17,KING COUNTY,GUTHRIE CSD,135001,TRADITIONAL ISD/CSD,Female,55
2014-2015,17,KING COUNTY,GUTHRIE CSD,135001,TRADITIONAL ISD/CSD,Male,60
2014-2015,17,HALE COUNTY,HALE CENTER ISD,095903,TRADITIONAL ISD/CSD,Female,312
2014-2015,17,HALE COUNTY,HALE CENTER ISD,095903,TRADITIONAL ISD/CSD,Male,342
2014-2015,03,LAVACA COUNTY,HALLETTSVILLE ISD,143901,TRADITIONAL ISD/CSD,Female,515
2014-2015,03,LAVACA COUNTY,HALLETTSVILLE ISD,143901,TRADITIONAL ISD/CSD,Male,529
2014-2015,12,MCLENNAN COUNTY,HALLSBURG ISD,161924,TRADITIONAL ISD/CSD,Female,76
2014-2015,12,MCLENNAN COUNTY,HALLSBURG ISD,161924,TRADITIONAL ISD/CSD,Male,83
2014-2015,07,HARRISON COUNTY,HALLSVILLE ISD,102904,TRADITIONAL ISD/CSD,Female,2333
2014-2015,07,HARRISON COUNTY,HALLSVILLE ISD,102904,TRADITIONAL ISD/CSD,Male,2491
2014-2015,12,HAMILTON COUNTY,HAMILTON ISD,097902,TRADITIONAL ISD/CSD,Female,364
2014-2015,12,HAMILTON COUNTY,HAMILTON ISD,097902,TRADITIONAL ISD/CSD,Male,391
2014-2015,14,JONES COUNTY,HAMLIN ISD,127903,TRADITIONAL ISD/CSD,Female,200
2014-2015,14,JONES COUNTY,HAMLIN ISD,127903,TRADITIONAL ISD/CSD,Male,235
2014-2015,05,JEFFERSON COUNTY,HAMSHIRE-FANNETT ISD,123914,TRADITIONAL ISD/CSD,Female,871
2014-2015,05,JEFFERSON COUNTY,HAMSHIRE-FANNETT ISD,123914,TRADITIONAL ISD/CSD,Male,915
2014-2015,16,SWISHER COUNTY,HAPPY ISD,219901,TRADITIONAL ISD/CSD,Female,128
2014-2015,16,SWISHER COUNTY,HAPPY ISD,219901,TRADITIONAL ISD/CSD,Male,131
2014-2015,04,LIBERTY COUNTY,HARDIN ISD,146904,TRADITIONAL ISD/CSD,Female,660
2014-2015,04,LIBERTY COUNTY,HARDIN ISD,146904,TRADITIONAL ISD/CSD,Male,657
2014-2015,05,HARDIN COUNTY,HARDIN-JEFFERSON ISD,100905,TRADITIONAL ISD/CSD,Female,1024
2014-2015,05,HARDIN COUNTY,HARDIN-JEFFERSON ISD,100905,TRADITIONAL ISD/CSD,Male,1204
2014-2015,20,BEXAR COUNTY,HARLANDALE ISD,015904,TRADITIONAL ISD/CSD,Female,7451
2014-2015,20,BEXAR COUNTY,HARLANDALE ISD,015904,TRADITIONAL ISD/CSD,Male,7838
2014-2015,07,HARRISON COUNTY,HARLETON ISD,102905,TRADITIONAL ISD/CSD,Female,353
2014-2015,07,HARRISON COUNTY,HARLETON ISD,102905,TRADITIONAL ISD/CSD,Male,393
2014-2015,01,CAMERON COUNTY,HARLINGEN CISD,031903,TRADITIONAL ISD/CSD,Female,8963
2014-2015,01,CAMERON COUNTY,HARLINGEN CISD,031903,TRADITIONAL ISD/CSD,Male,9718
2014-2015,07,UPSHUR COUNTY,HARMONY ISD,230905,TRADITIONAL ISD/CSD,Female,512
2014-2015,07,UPSHUR COUNTY,HARMONY ISD,230905,TRADITIONAL ISD/CSD,Male,549
2014-2015,04,HARRIS COUNTY,HARMONY SCHOOL OF EXCELLENCE,101858,OPEN ENROLLMENT CHARTER,Female,2058
2014-2015,04,HARRIS COUNTY,HARMONY SCHOOL OF EXCELLENCE,101858,OPEN ENROLLMENT CHARTER,Male,1960
2014-2015,04,HARRIS COUNTY,HARMONY SCHOOL OF SCIENCE - HOUSTO,101862,OPEN ENROLLMENT CHARTER,Female,1466
2014-2015,04,HARRIS COUNTY,HARMONY SCHOOL OF SCIENCE - HOUSTO,101862,OPEN ENROLLMENT CHARTER,Male,1483
2014-2015,19,EL PASO COUNTY,HARMONY SCIENCE ACAD (EL PASO),071806,OPEN ENROLLMENT CHARTER,Female,1241
2014-2015,19,EL PASO COUNTY,HARMONY SCIENCE ACAD (EL PASO),071806,OPEN ENROLLMENT CHARTER,Male,1412
2014-2015,20,BEXAR COUNTY,HARMONY SCIENCE ACAD (SAN ANTONIO),015828,OPEN ENROLLMENT CHARTER,Female,1521
2014-2015,20,BEXAR COUNTY,HARMONY SCIENCE ACAD (SAN ANTONIO),015828,OPEN ENROLLMENT CHARTER,Male,1629
2014-2015,12,MCLENNAN COUNTY,HARMONY SCIENCE ACAD (WACO),161807,OPEN ENROLLMENT CHARTER,Female,4183
2014-2015,12,MCLENNAN COUNTY,HARMONY SCIENCE ACAD (WACO),161807,OPEN ENROLLMENT CHARTER,Male,4450
2014-2015,04,HARRIS COUNTY,HARMONY SCIENCE ACADEMY,101846,OPEN ENROLLMENT CHARTER,Female,1729
2014-2015,04,HARRIS COUNTY,HARMONY SCIENCE ACADEMY,101846,OPEN ENROLLMENT CHARTER,Male,1742
2014-2015,13,TRAVIS COUNTY,HARMONY SCIENCE ACADEMY (AUSTIN),227816,OPEN ENROLLMENT CHARTER,Female,1671
2014-2015,13,TRAVIS COUNTY,HARMONY SCIENCE ACADEMY (AUSTIN),227816,OPEN ENROLLMENT CHARTER,Male,1773
2014-2015,13,GILLESPIE COUNTY,HARPER ISD,086902,TRADITIONAL ISD/CSD,Female,298
2014-2015,13,GILLESPIE COUNTY,HARPER ISD,086902,TRADITIONAL ISD/CSD,Male,312
2014-2015,09,WILBARGER COUNTY,HARROLD ISD,244901,TRADITIONAL ISD/CSD,Female,67
2014-2015,09,WILBARGER COUNTY,HARROLD ISD,244901,TRADITIONAL ISD/CSD,Male,50
2014-2015,16,CASTRO COUNTY,HART ISD,035902,TRADITIONAL ISD/CSD,Female,124
2014-2015,16,CASTRO COUNTY,HART ISD,035902,TRADITIONAL ISD/CSD,Male,122
2014-2015,16,HARTLEY COUNTY,HARTLEY ISD,103902,TRADITIONAL ISD/CSD,Female,123
2014-2015,16,HARTLEY COUNTY,HARTLEY ISD,103902,TRADITIONAL ISD/CSD,Male,100
2014-2015,08,TITUS COUNTY,HARTS BLUFF ISD,225907,TRADITIONAL ISD/CSD,Female,274
2014-2015,08,TITUS COUNTY,HARTS BLUFF ISD,225907,TRADITIONAL ISD/CSD,Male,270
2014-2015,14,HASKELL COUNTY,HASKELL CISD,104901,TRADITIONAL ISD/CSD,Female,313
2014-2015,14,HASKELL COUNTY,HASKELL CISD,104901,TRADITIONAL ISD/CSD,Male,302
2014-2015,07,WOOD COUNTY,HAWKINS ISD,250902,TRADITIONAL ISD/CSD,Female,368
2014-2015,07,WOOD COUNTY,HAWKINS ISD,250902,TRADITIONAL ISD/CSD,Male,368
2014-2015,14,JONES COUNTY,HAWLEY ISD,127904,TRADITIONAL ISD/CSD,Female,384
2014-2015,14,JONES COUNTY,HAWLEY ISD,127904,TRADITIONAL ISD/CSD,Male,374
2014-2015,13,HAYS COUNTY,HAYS CISD,105906,TRADITIONAL ISD/CSD,Female,8700
2014-2015,13,HAYS COUNTY,HAYS CISD,105906,TRADITIONAL ISD/CSD,Male,9248
2014-2015,06,ROBERTSON COUNTY,HEARNE ISD,198905,TRADITIONAL ISD/CSD,Female,446
2014-2015,06,ROBERTSON COUNTY,HEARNE ISD,198905,TRADITIONAL ISD/CSD,Male,489
2014-2015,16,DONLEY COUNTY,HEDLEY ISD,065902,TRADITIONAL ISD/CSD,Female,59
2014-2015,16,DONLEY COUNTY,HEDLEY ISD,065902,TRADITIONAL ISD/CSD,Male,53
2014-2015,07,SABINE COUNTY,HEMPHILL ISD,202903,TRADITIONAL ISD/CSD,Female,424
2014-2015,07,SABINE COUNTY,HEMPHILL ISD,202903,TRADITIONAL ISD/CSD,Male,457
2014-2015,04,WALLER COUNTY,HEMPSTEAD ISD,237902,TRADITIONAL ISD/CSD,Female,718
2014-2015,04,WALLER COUNTY,HEMPSTEAD ISD,237902,TRADITIONAL ISD/CSD,Male,772
2014-2015,07,RUSK COUNTY,HENDERSON ISD,201902,TRADITIONAL ISD/CSD,Female,1768
2014-2015,07,RUSK COUNTY,HENDERSON ISD,201902,TRADITIONAL ISD/CSD,Male,1699
2014-2015,09,CLAY COUNTY,HENRIETTA ISD,039902,TRADITIONAL ISD/CSD,Female,461
2014-2015,09,CLAY COUNTY,HENRIETTA ISD,039902,TRADITIONAL ISD/CSD,Male,524
2014-2015,20,BEXAR COUNTY,HENRY FORD ACADEMY ALAMEDA SCHOOL,015833,OPEN ENROLLMENT CHARTER,Female,99
2014-2015,20,BEXAR COUNTY,HENRY FORD ACADEMY ALAMEDA SCHOOL,015833,OPEN ENROLLMENT CHARTER,Male,59
2014-2015,16,DEAF SMITH COUNTY,HEREFORD ISD,059901,TRADITIONAL ISD/CSD,Female,2124
2014-2015,16,DEAF SMITH COUNTY,HEREFORD ISD,059901,TRADITIONAL ISD/CSD,Male,2095
2014-2015,14,SCURRY COUNTY,HERMLEIGH ISD,208901,TRADITIONAL ISD/CSD,Female,108
2014-2015,14,SCURRY COUNTY,HERMLEIGH ISD,208901,TRADITIONAL ISD/CSD,Male,128
2014-2015,12,HAMILTON COUNTY,HICO ISD,097903,TRADITIONAL ISD/CSD,Female,257
2014-2015,12,HAMILTON COUNTY,HICO ISD,097903,TRADITIONAL ISD/CSD,Male,316
2014-2015,01,HIDALGO COUNTY,HIDALGO ISD,108905,TRADITIONAL ISD/CSD,Female,1631
2014-2015,01,HIDALGO COUNTY,HIDALGO ISD,108905,TRADITIONAL ISD/CSD,Male,1630
2014-2015,16,LIPSCOMB COUNTY,HIGGINS ISD,148903,TRADITIONAL ISD/CSD,Female,69
2014-2015,16,LIPSCOMB COUNTY,HIGGINS ISD,148903,TRADITIONAL ISD/CSD,Male,83
2014-2015,20,BEXAR COUNTY,HIGGS CARTER KING GIFTED & TALENTE,015803,OPEN ENROLLMENT CHARTER,Female,240
2014-2015,20,BEXAR COUNTY,HIGGS CARTER KING GIFTED & TALENTE,015803,OPEN ENROLLMENT CHARTER,Male,229
2014-2015,05,GALVESTON COUNTY,HIGH ISLAND ISD,084903,TRADITIONAL ISD/CSD,Female,68
2014-2015,05,GALVESTON COUNTY,HIGH ISLAND ISD,084903,TRADITIONAL ISD/CSD,Male,78
2014-2015,14,NOLAN COUNTY,HIGHLAND ISD,177905,TRADITIONAL ISD/CSD,Female,94
2014-2015,14,NOLAN COUNTY,HIGHLAND ISD,177905,TRADITIONAL ISD/CSD,Male,121
2014-2015,10,DALLAS COUNTY,HIGHLAND PARK ISD,057911,TRADITIONAL ISD/CSD,Female,3488
2014-2015,16,POTTER COUNTY,HIGHLAND PARK ISD,188903,TRADITIONAL ISD/CSD,Female,440
2014-2015,10,DALLAS COUNTY,HIGHLAND PARK ISD,057911,TRADITIONAL ISD/CSD,Male,3603
2014-2015,16,POTTER COUNTY,HIGHLAND PARK ISD,188903,TRADITIONAL ISD/CSD,Male,448
2014-2015,12,HILL COUNTY,HILLSBORO ISD,109904,TRADITIONAL ISD/CSD,Female,993
2014-2015,12,HILL COUNTY,HILLSBORO ISD,109904,TRADITIONAL ISD/CSD,Male,1025
2014-2015,04,GALVESTON COUNTY,HITCHCOCK ISD,084908,TRADITIONAL ISD/CSD,Female,761
2014-2015,04,GALVESTON COUNTY,HITCHCOCK ISD,084908,TRADITIONAL ISD/CSD,Male,876
2014-2015,12,BELL COUNTY,HOLLAND ISD,014905,TRADITIONAL ISD/CSD,Female,306
2014-2015,12,BELL COUNTY,HOLLAND ISD,014905,TRADITIONAL ISD/CSD,Male,347
2014-2015,09,ARCHER COUNTY,HOLLIDAY ISD,005902,TRADITIONAL ISD/CSD,Female,432
2014-2015,09,ARCHER COUNTY,HOLLIDAY ISD,005902,TRADITIONAL ISD/CSD,Male,470
2014-2015,20,MEDINA COUNTY,HONDO ISD,163904,TRADITIONAL ISD/CSD,Female,1077
2014-2015,20,MEDINA COUNTY,HONDO ISD,163904,TRADITIONAL ISD/CSD,Male,1063
2014-2015,10,FANNIN COUNTY,HONEY GROVE ISD,074907,TRADITIONAL ISD/CSD,Female,304
2014-2015,10,FANNIN COUNTY,HONEY GROVE ISD,074907,TRADITIONAL ISD/CSD,Male,306
2014-2015,08,BOWIE COUNTY,HOOKS ISD,019902,TRADITIONAL ISD/CSD,Female,403
2014-2015,08,BOWIE COUNTY,HOOKS ISD,019902,TRADITIONAL ISD/CSD,Male,454
2014-2015,04,HARRIS COUNTY,HOUSTON GATEWAY ACADEMY INC,101828,OPEN ENROLLMENT CHARTER,Female,931
2014-2015,04,HARRIS COUNTY,HOUSTON GATEWAY ACADEMY INC,101828,OPEN ENROLLMENT CHARTER,Male,955
2014-2015,04,HARRIS COUNTY,HOUSTON HEIGHTS HIGH SCHOOL,101821,OPEN ENROLLMENT CHARTER,Female,109
2014-2015,04,HARRIS COUNTY,HOUSTON HEIGHTS HIGH SCHOOL,101821,OPEN ENROLLMENT CHARTER,Male,102
2014-2015,04,HARRIS COUNTY,HOUSTON HEIGHTS LEARNING ACADEMY I,101829,OPEN ENROLLMENT CHARTER,Female,81
2014-2015,04,HARRIS COUNTY,HOUSTON HEIGHTS LEARNING ACADEMY I,101829,OPEN ENROLLMENT CHARTER,Male,85
2014-2015,04,HARRIS COUNTY,HOUSTON ISD,101912,TRADITIONAL ISD/CSD,Female,105713
2014-2015,04,HARRIS COUNTY,HOUSTON ISD,101912,TRADITIONAL ISD/CSD,Male,109512
2014-2015,10,GRAYSON COUNTY,HOWE ISD,091905,TRADITIONAL ISD/CSD,Female,499
2014-2015,10,GRAYSON COUNTY,HOWE ISD,091905,TRADITIONAL ISD/CSD,Male,525
2014-2015,08,BOWIE COUNTY,HUBBARD ISD,019913,TRADITIONAL ISD/CSD,Female,44
2014-2015,12,HILL COUNTY,HUBBARD ISD,109905,TRADITIONAL ISD/CSD,Female,179
2014-2015,08,BOWIE COUNTY,HUBBARD ISD,019913,TRADITIONAL ISD/CSD,Male,44
2014-2015,12,HILL COUNTY,HUBBARD ISD,109905,TRADITIONAL ISD/CSD,Male,199
2014-2015,11,ERATH COUNTY,HUCKABAY ISD,072908,TRADITIONAL ISD/CSD,Female,96
2014-2015,11,ERATH COUNTY,HUCKABAY ISD,072908,TRADITIONAL ISD/CSD,Male,93
2014-2015,07,ANGELINA COUNTY,HUDSON ISD,003902,TRADITIONAL ISD/CSD,Female,1433
2014-2015,07,ANGELINA COUNTY,HUDSON ISD,003902,TRADITIONAL ISD/CSD,Male,1383
2014-2015,04,HARRIS COUNTY,HUFFMAN ISD,101925,TRADITIONAL ISD/CSD,Female,1621
2014-2015,04,HARRIS COUNTY,HUFFMAN ISD,101925,TRADITIONAL ISD/CSD,Male,1768
2014-2015,08,CASS COUNTY,HUGHES SPRINGS ISD,034903,TRADITIONAL ISD/CSD,Female,600
2014-2015,08,CASS COUNTY,HUGHES SPRINGS ISD,034903,TRADITIONAL ISD/CSD,Male,631
2014-2015,05,LIBERTY COUNTY,HULL-DAISETTA ISD,146905,TRADITIONAL ISD/CSD,Female,236
2014-2015,05,LIBERTY COUNTY,HULL-DAISETTA ISD,146905,TRADITIONAL ISD/CSD,Male,255
2014-2015,04,HARRIS COUNTY,HUMBLE ISD,101913,TRADITIONAL ISD/CSD,Female,19361
2014-2015,04,HARRIS COUNTY,HUMBLE ISD,101913,TRADITIONAL ISD/CSD,Male,20161
2014-2015,20,KERR COUNTY,HUNT ISD,133902,TRADITIONAL ISD/CSD,Female,81
2014-2015,20,KERR COUNTY,HUNT ISD,133902,TRADITIONAL ISD/CSD,Male,92
2014-2015,07,ANGELINA COUNTY,HUNTINGTON ISD,003904,TRADITIONAL ISD/CSD,Female,849
2014-2015,07,ANGELINA COUNTY,HUNTINGTON ISD,003904,TRADITIONAL ISD/CSD,Male,908
2014-2015,06,WALKER COUNTY,HUNTSVILLE ISD,236902,TRADITIONAL ISD/CSD,Female,3319
2014-2015,06,WALKER COUNTY,HUNTSVILLE ISD,236902,TRADITIONAL ISD/CSD,Male,3380
2014-2015,11,TARRANT COUNTY,HURST-EULESS-BEDFORD ISD,220916,TRADITIONAL ISD/CSD,Female,10756
2014-2015,11,TARRANT COUNTY,HURST-EULESS-BEDFORD ISD,220916,TRADITIONAL ISD/CSD,Male,11660
2014-2015,13,WILLIAMSON COUNTY,HUTTO ISD,246906,TRADITIONAL ISD/CSD,Female,3024
2014-2015,13,WILLIAMSON COUNTY,HUTTO ISD,246906,TRADITIONAL ISD/CSD,Male,3163
2014-2015,17,LUBBOCK COUNTY,IDALOU ISD,152910,TRADITIONAL ISD/CSD,Female,420
2014-2015,17,LUBBOCK COUNTY,IDALOU ISD,152910,TRADITIONAL ISD/CSD,Male,554
2014-2015,01,HIDALGO COUNTY,IDEA PUBLIC SCHOOLS,108807,OPEN ENROLLMENT CHARTER,Female,9663
2014-2015,01,HIDALGO COUNTY,IDEA PUBLIC SCHOOLS,108807,OPEN ENROLLMENT CHARTER,Male,9564
2014-2015,01,HIDALGO COUNTY,IGNITE PUBLIC SCHOOLS AND COMMUNIT,108801,OPEN ENROLLMENT CHARTER,Female,650
2014-2015,01,HIDALGO COUNTY,IGNITE PUBLIC SCHOOLS AND COMMUNIT,108801,OPEN ENROLLMENT CHARTER,Male,569
2014-2015,10,COLLIN COUNTY,IMAGINE INTERNATIONAL ACADEMY OF N,043801,OPEN ENROLLMENT CHARTER,Female,594
2014-2015,10,COLLIN COUNTY,IMAGINE INTERNATIONAL ACADEMY OF N,043801,OPEN ENROLLMENT CHARTER,Male,503
2014-2015,03,JACKSON COUNTY,INDUSTRIAL ISD,120905,TRADITIONAL ISD/CSD,Female,596
2014-2015,03,JACKSON COUNTY,INDUSTRIAL ISD,120905,TRADITIONAL ISD/CSD,Male,624
2014-2015,02,SAN PATRICIO COUNTY,INGLESIDE ISD,205903,TRADITIONAL ISD/CSD,Female,1120
2014-2015,02,SAN PATRICIO COUNTY,INGLESIDE ISD,205903,TRADITIONAL ISD/CSD,Male,1172
2014-2015,20,KERR COUNTY,INGRAM ISD,133904,TRADITIONAL ISD/CSD,Female,492
2014-2015,20,KERR COUNTY,INGRAM ISD,133904,TRADITIONAL ISD/CSD,Male,552
2014-2015,10,DALLAS COUNTY,INSPIRED VISION ACADEMY,057830,OPEN ENROLLMENT CHARTER,Female,549
2014-2015,10,DALLAS COUNTY,INSPIRED VISION ACADEMY,057830,OPEN ENROLLMENT CHARTER,Male,535
2014-2015,10,DALLAS COUNTY,INTERNATIONAL LEADERSHIP OF TEXAS,057848,OPEN ENROLLMENT CHARTER,Female,2386
2014-2015,10,DALLAS COUNTY,INTERNATIONAL LEADERSHIP OF TEXAS,057848,OPEN ENROLLMENT CHARTER,Male,2275
2014-2015,06,GRIMES COUNTY,IOLA ISD,093903,TRADITIONAL ISD/CSD,Female,220
2014-2015,06,GRIMES COUNTY,IOLA ISD,093903,TRADITIONAL ISD/CSD,Male,232
2014-2015,09,WICHITA COUNTY,IOWA PARK CISD,243903,TRADITIONAL ISD/CSD,Female,812
2014-2015,09,WICHITA COUNTY,IOWA PARK CISD,243903,TRADITIONAL ISD/CSD,Male,900
2014-2015,14,SCURRY COUNTY,IRA ISD,208903,TRADITIONAL ISD/CSD,Female,123
2014-2015,14,SCURRY COUNTY,IRA ISD,208903,TRADITIONAL ISD/CSD,Male,138
2014-2015,18,PECOS COUNTY,IRAAN-SHEFFIELD ISD,186903,TRADITIONAL ISD/CSD,Female,225
2014-2015,18,PECOS COUNTY,IRAAN-SHEFFIELD ISD,186903,TRADITIONAL ISD/CSD,Male,320
2014-2015,12,BOSQUE COUNTY,IREDELL ISD,018906,TRADITIONAL ISD/CSD,Female,71
2014-2015,12,BOSQUE COUNTY,IREDELL ISD,018906,TRADITIONAL ISD/CSD,Male,63
2014-2015,15,IRION COUNTY,IRION COUNTY ISD,118902,TRADITIONAL ISD/CSD,Female,144
2014-2015,15,IRION COUNTY,IRION COUNTY ISD,118902,TRADITIONAL ISD/CSD,Male,191
2014-2015,10,DALLAS COUNTY,IRVING ISD,057912,TRADITIONAL ISD/CSD,Female,17124
2014-2015,10,DALLAS COUNTY,IRVING ISD,057912,TRADITIONAL ISD/CSD,Male,18067
2014-2015,10,ELLIS COUNTY,ITALY ISD,070907,TRADITIONAL ISD/CSD,Female,280
2014-2015,10,ELLIS COUNTY,ITALY ISD,070907,TRADITIONAL ISD/CSD,Male,297
2014-2015,12,HILL COUNTY,ITASCA ISD,109907,TRADITIONAL ISD/CSD,Female,333
2014-2015,12,HILL COUNTY,ITASCA ISD,109907,TRADITIONAL ISD/CSD,Male,332
2014-2015,09,JACK COUNTY,JACKSBORO ISD,119902,TRADITIONAL ISD/CSD,Female,470
2014-2015,09,JACK COUNTY,JACKSBORO ISD,119902,TRADITIONAL ISD/CSD,Male,519
2014-2015,07,CHEROKEE COUNTY,JACKSONVILLE ISD,037904,TRADITIONAL ISD/CSD,Female,2414
2014-2015,07,CHEROKEE COUNTY,JACKSONVILLE ISD,037904,TRADITIONAL ISD/CSD,Male,2566
2014-2015,13,WILLIAMSON COUNTY,JARRELL ISD,246907,TRADITIONAL ISD/CSD,Female,621
2014-2015,13,WILLIAMSON COUNTY,JARRELL ISD,246907,TRADITIONAL ISD/CSD,Male,644
2014-2015,05,JASPER COUNTY,JASPER ISD,121904,TRADITIONAL ISD/CSD,Female,1246
2014-2015,05,JASPER COUNTY,JASPER ISD,121904,TRADITIONAL ISD/CSD,Male,1284
2014-2015,17,KENT COUNTY,JAYTON-GIRARD ISD,132902,TRADITIONAL ISD/CSD,Female,66
2014-2015,17,KENT COUNTY,JAYTON-GIRARD ISD,132902,TRADITIONAL ISD/CSD,Male,64
2014-2015,10,DALLAS COUNTY,JEAN MASSIEU ACADEMY,057819,OPEN ENROLLMENT CHARTER,Female,107
2014-2015,10,DALLAS COUNTY,JEAN MASSIEU ACADEMY,057819,OPEN ENROLLMENT CHARTER,Male,86
2014-2015,08,MARION COUNTY,JEFFERSON ISD,155901,TRADITIONAL ISD/CSD,Female,570
2014-2015,08,MARION COUNTY,JEFFERSON ISD,155901,TRADITIONAL ISD/CSD,Male,589
2014-2015,01,JIM HOGG COUNTY,JIM HOGG COUNTY ISD,124901,TRADITIONAL ISD/CSD,Female,545
2014-2015,01,JIM HOGG COUNTY,JIM HOGG COUNTY ISD,124901,TRADITIONAL ISD/CSD,Male,583
2014-2015,14,TAYLOR COUNTY,JIM NED CISD,221911,TRADITIONAL ISD/CSD,Female,557
2014-2015,14,TAYLOR COUNTY,JIM NED CISD,221911,TRADITIONAL ISD/CSD,Male,581
2014-2015,07,SHELBY COUNTY,JOAQUIN ISD,210902,TRADITIONAL ISD/CSD,Female,352
2014-2015,07,SHELBY COUNTY,JOAQUIN ISD,210902,TRADITIONAL ISD/CSD,Male,369
2014-2015,20,BEXAR COUNTY,JOHN H WOOD JR PUBLIC CHARTER DIST,015808,OPEN ENROLLMENT CHARTER,Female,317
2014-2015,20,BEXAR COUNTY,JOHN H WOOD JR PUBLIC CHARTER DIST,015808,OPEN ENROLLMENT CHARTER,Male,456
2014-2015,13,BLANCO COUNTY,JOHNSON CITY ISD,016901,TRADITIONAL ISD/CSD,Female,296
2014-2015,13,BLANCO COUNTY,JOHNSON CITY ISD,016901,TRADITIONAL ISD/CSD,Male,387
2014-2015,12,CORYELL COUNTY,JONESBORO ISD,050909,TRADITIONAL ISD/CSD,Female,95
2014-2015,12,CORYELL COUNTY,JONESBORO ISD,050909,TRADITIONAL ISD/CSD,Male,95
2014-2015,11,JOHNSON COUNTY,JOSHUA ISD,126905,TRADITIONAL ISD/CSD,Female,2494
2014-2015,11,JOHNSON COUNTY,JOSHUA ISD,126905,TRADITIONAL ISD/CSD,Male,2531
2014-2015,20,ATASCOSA COUNTY,JOURDANTON ISD,007902,TRADITIONAL ISD/CSD,Female,795
2014-2015,20,ATASCOSA COUNTY,JOURDANTON ISD,007902,TRADITIONAL ISD/CSD,Male,843
2014-2015,20,BEXAR COUNTY,JUBILEE ACADEMIC CENTER,015822,OPEN ENROLLMENT CHARTER,Female,2160
2014-2015,20,BEXAR COUNTY,JUBILEE ACADEMIC CENTER,015822,OPEN ENROLLMENT CHARTER,Male,2091
2014-2015,20,BEXAR COUNTY,JUDSON ISD,015916,TRADITIONAL ISD/CSD,Female,11453
2014-2015,20,BEXAR COUNTY,JUDSON ISD,015916,TRADITIONAL ISD/CSD,Male,11887
2014-2015,15,KIMBLE COUNTY,JUNCTION ISD,134901,TRADITIONAL ISD/CSD,Female,321
2014-2015,15,KIMBLE COUNTY,JUNCTION ISD,134901,TRADITIONAL ISD/CSD,Male,337
2014-2015,07,HARRISON COUNTY,KARNACK ISD,102901,TRADITIONAL ISD/CSD,Female,90
2014-2015,07,HARRISON COUNTY,KARNACK ISD,102901,TRADITIONAL ISD/CSD,Male,84
2014-2015,03,KARNES COUNTY,KARNES CITY ISD,128901,TRADITIONAL ISD/CSD,Female,530
